"","region","strategy_code","variable","future_id","value"
"516","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:ippu:technical_cost:ccs:chemicals_shifted2023",0,0
"517","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:ippu:technical_cost:ccs:chemicals_shifted2024",0,0
"518","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:ippu:technical_cost:ccs:metals",0,-365885591.26267
"519","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:ippu:technical_cost:ccs:metals_shifted2015",0,0
"520","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:ippu:technical_cost:ccs:metals_shifted2016",0,0
"521","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:ippu:technical_cost:ccs:metals_shifted2017",0,0
"522","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:ippu:technical_cost:ccs:metals_shifted2018",0,0
"523","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:ippu:technical_cost:ccs:metals_shifted2019",0,0
"524","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:ippu:technical_cost:ccs:metals_shifted2020",0,0
"525","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:ippu:technical_cost:ccs:metals_shifted2021",0,0
"526","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:ippu:technical_cost:ccs:metals_shifted2022",0,0
"527","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:ippu:technical_cost:ccs:metals_shifted2023",0,0
"528","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:ippu:technical_cost:ccs:metals_shifted2024",0,0
"529","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:ippu:technical_savings:clinker:X",0,1497065941.93283
"530","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:ippu:technical_savings:clinker:X_shifted2015",0,0
"531","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:ippu:technical_savings:clinker:X_shifted2016",0,0
"532","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:ippu:technical_savings:clinker:X_shifted2017",0,0
"533","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:ippu:technical_savings:clinker:X_shifted2018",0,0
"534","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:ippu:technical_savings:clinker:X_shifted2019",0,0
"535","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:ippu:technical_savings:clinker:X_shifted2020",0,0
"536","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:ippu:technical_savings:clinker:X_shifted2021",0,0
"537","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:ippu:technical_savings:clinker:X_shifted2022",0,0
"538","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:ippu:technical_savings:clinker:X_shifted2023",0,0
"539","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:ippu:technical_savings:clinker:X_shifted2024",0,0
"540","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lndu:ecosystem_services:forests:primary",0,13046779177.4032
"541","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lndu:ecosystem_services:forests:primary_shifted2015",0,0
"542","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lndu:ecosystem_services:forests:primary_shifted2016",0,0
"543","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lndu:ecosystem_services:forests:primary_shifted2017",0,0
"544","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lndu:ecosystem_services:forests:primary_shifted2018",0,0
"545","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lndu:ecosystem_services:forests:primary_shifted2019",0,0
"546","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lndu:ecosystem_services:forests:primary_shifted2020",0,0
"547","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lndu:ecosystem_services:forests:primary_shifted2021",0,0
"548","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lndu:ecosystem_services:forests:primary_shifted2022",0,0
"549","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lndu:ecosystem_services:forests:primary_shifted2023",0,0
"550","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lndu:ecosystem_services:forests:primary_shifted2024",0,0
"551","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lndu:ecosystem_services:forests:secondary",0,3369678235.81042
"552","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lndu:ecosystem_services:forests:secondary_shifted2015",0,0
"553","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lndu:ecosystem_services:forests:secondary_shifted2016",0,0
"554","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lndu:ecosystem_services:forests:secondary_shifted2017",0,0
"555","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lndu:ecosystem_services:forests:secondary_shifted2018",0,0
"556","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lndu:ecosystem_services:forests:secondary_shifted2019",0,0
"557","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lndu:ecosystem_services:forests:secondary_shifted2020",0,0
"558","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lndu:ecosystem_services:forests:secondary_shifted2021",0,0
"559","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lndu:ecosystem_services:forests:secondary_shifted2022",0,0
"560","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lndu:ecosystem_services:forests:secondary_shifted2023",0,0
"561","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lndu:ecosystem_services:forests:secondary_shifted2024",0,0
"562","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lndu:technical_cost:all_secondary_forests:X",0,-505451735.371563
"563","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lndu:technical_cost:all_secondary_forests:X_shifted2015",0,0
"564","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lndu:technical_cost:all_secondary_forests:X_shifted2016",0,0
"565","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lndu:technical_cost:all_secondary_forests:X_shifted2017",0,0
"566","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lndu:technical_cost:all_secondary_forests:X_shifted2018",0,0
"567","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lndu:technical_cost:all_secondary_forests:X_shifted2019",0,0
"568","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lndu:technical_cost:all_secondary_forests:X_shifted2020",0,0
"569","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lndu:technical_cost:all_secondary_forests:X_shifted2021",0,0
"570","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lndu:technical_cost:all_secondary_forests:X_shifted2022",0,0
"571","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lndu:technical_cost:all_secondary_forests:X_shifted2023",0,0
"572","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lndu:technical_cost:all_secondary_forests:X_shifted2024",0,0
"573","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lsmm:technical_cost:manure_management",0,61603480.7239815
"574","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lsmm:technical_cost:manure_management_shifted2015",0,0
"575","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lsmm:technical_cost:manure_management_shifted2016",0,0
"576","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lsmm:technical_cost:manure_management_shifted2017",0,0
"577","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lsmm:technical_cost:manure_management_shifted2018",0,0
"578","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lsmm:technical_cost:manure_management_shifted2019",0,0
"579","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lsmm:technical_cost:manure_management_shifted2020",0,0
"580","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lsmm:technical_cost:manure_management_shifted2021",0,0
"581","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lsmm:technical_cost:manure_management_shifted2022",0,0
"582","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lsmm:technical_cost:manure_management_shifted2023",0,0
"583","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lsmm:technical_cost:manure_management_shifted2024",0,0
"584","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:buffalo",0,-356668.873769835
"585","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:buffalo_shifted2015",0,0
"586","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:buffalo_shifted2016",0,0
"587","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:buffalo_shifted2017",0,0
"588","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:buffalo_shifted2018",0,0
"589","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:buffalo_shifted2019",0,0
"590","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:buffalo_shifted2020",0,0
"591","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:buffalo_shifted2021",0,0
"592","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:buffalo_shifted2022",0,0
"593","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:buffalo_shifted2023",0,0
"594","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:buffalo_shifted2024",0,0
"595","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:cattle_dairy",0,-16255641.504401
"596","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:cattle_dairy_shifted2015",0,0
"597","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:cattle_dairy_shifted2016",0,0
"598","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:cattle_dairy_shifted2017",0,0
"599","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:cattle_dairy_shifted2018",0,0
"600","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:cattle_dairy_shifted2019",0,0
"601","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:cattle_dairy_shifted2020",0,0
"602","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:cattle_dairy_shifted2021",0,0
"603","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:cattle_dairy_shifted2022",0,0
"604","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:cattle_dairy_shifted2023",0,0
"605","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:cattle_dairy_shifted2024",0,0
"606","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:cattle_nondairy",0,-73030471.0424873
"607","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:cattle_nondairy_shifted2015",0,0
"608","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:cattle_nondairy_shifted2016",0,0
"609","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:cattle_nondairy_shifted2017",0,0
"610","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:cattle_nondairy_shifted2018",0,0
"611","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:cattle_nondairy_shifted2019",0,0
"612","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:cattle_nondairy_shifted2020",0,0
"613","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:cattle_nondairy_shifted2021",0,0
"614","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:cattle_nondairy_shifted2022",0,0
"615","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:cattle_nondairy_shifted2023",0,0
"616","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:cattle_nondairy_shifted2024",0,0
"617","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:chickens",0,-305526597.057017
"618","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:chickens_shifted2015",0,0
"619","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:chickens_shifted2016",0,0
"620","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:chickens_shifted2017",0,0
"621","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:chickens_shifted2018",0,0
"622","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:chickens_shifted2019",0,0
"623","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:chickens_shifted2020",0,0
"624","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:chickens_shifted2021",0,0
"625","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:chickens_shifted2022",0,0
"626","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:chickens_shifted2023",0,0
"627","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:chickens_shifted2024",0,0
"628","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:goats",0,-328204.012325844
"629","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:goats_shifted2015",0,0
"630","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:goats_shifted2016",0,0
"631","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:goats_shifted2017",0,0
"632","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:goats_shifted2018",0,0
"633","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:goats_shifted2019",0,0
"634","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:goats_shifted2020",0,0
"635","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:goats_shifted2021",0,0
"636","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:goats_shifted2022",0,0
"637","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:goats_shifted2023",0,0
"638","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:goats_shifted2024",0,0
"639","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:horses",0,0
"640","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:horses_shifted2015",0,0
"641","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:horses_shifted2016",0,0
"642","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:horses_shifted2017",0,0
"643","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:horses_shifted2018",0,0
"644","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:horses_shifted2019",0,0
"645","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:horses_shifted2020",0,0
"646","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:horses_shifted2021",0,0
"647","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:horses_shifted2022",0,0
"648","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:horses_shifted2023",0,0
"649","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:horses_shifted2024",0,0
"650","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:mules",0,-531201.359992484
"651","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:mules_shifted2015",0,0
"652","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:mules_shifted2016",0,0
"653","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:mules_shifted2017",0,0
"654","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:mules_shifted2018",0,0
"655","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:mules_shifted2019",0,0
"656","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:mules_shifted2020",0,0
"657","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:mules_shifted2021",0,0
"658","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:mules_shifted2022",0,0
"659","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:mules_shifted2023",0,0
"660","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:mules_shifted2024",0,0
"661","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:pigs",0,-90971502.9583476
"662","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:pigs_shifted2015",0,0
"663","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:pigs_shifted2016",0,0
"664","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:pigs_shifted2017",0,0
"665","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:pigs_shifted2018",0,0
"666","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:pigs_shifted2019",0,0
"667","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:pigs_shifted2020",0,0
"668","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:pigs_shifted2021",0,0
"669","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:pigs_shifted2022",0,0
"670","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:pigs_shifted2023",0,0
"671","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:pigs_shifted2024",0,0
"672","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:sheep",0,-37162.6213554689
"673","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:sheep_shifted2015",0,0
"674","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:sheep_shifted2016",0,0
"675","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:sheep_shifted2017",0,0
"676","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:sheep_shifted2018",0,0
"677","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:sheep_shifted2019",0,0
"678","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:sheep_shifted2020",0,0
"679","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:sheep_shifted2021",0,0
"680","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:sheep_shifted2022",0,0
"681","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:sheep_shifted2023",0,0
"682","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:lvst_value:livestock_produced:sheep_shifted2024",0,0
"683","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:technical_cost:ent_ferm_mgmt:Xpop_lvst_buffalo",0,-762498.235634646
"684","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:technical_cost:ent_ferm_mgmt:Xpop_lvst_buffalo_shifted2015",0,0
"685","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:technical_cost:ent_ferm_mgmt:Xpop_lvst_buffalo_shifted2016",0,0
"686","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:technical_cost:ent_ferm_mgmt:Xpop_lvst_buffalo_shifted2017",0,0
"687","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:technical_cost:ent_ferm_mgmt:Xpop_lvst_buffalo_shifted2018",0,0
"688","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:technical_cost:ent_ferm_mgmt:Xpop_lvst_buffalo_shifted2019",0,0
"689","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:technical_cost:ent_ferm_mgmt:Xpop_lvst_buffalo_shifted2020",0,0
"690","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:technical_cost:ent_ferm_mgmt:Xpop_lvst_buffalo_shifted2021",0,0
"691","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:technical_cost:ent_ferm_mgmt:Xpop_lvst_buffalo_shifted2022",0,0
"692","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:technical_cost:ent_ferm_mgmt:Xpop_lvst_buffalo_shifted2023",0,0
"693","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:technical_cost:ent_ferm_mgmt:Xpop_lvst_buffalo_shifted2024",0,0
"694","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:technical_cost:ent_ferm_mgmt:Xpop_lvst_cattle_dairy",0,-34767073.7656103
"695","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:technical_cost:ent_ferm_mgmt:Xpop_lvst_cattle_dairy_shifted2015",0,0
"696","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:technical_cost:ent_ferm_mgmt:Xpop_lvst_cattle_dairy_shifted2016",0,0
"697","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:technical_cost:ent_ferm_mgmt:Xpop_lvst_cattle_dairy_shifted2017",0,0
"698","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:technical_cost:ent_ferm_mgmt:Xpop_lvst_cattle_dairy_shifted2018",0,0
"699","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:technical_cost:ent_ferm_mgmt:Xpop_lvst_cattle_dairy_shifted2019",0,0
"700","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:technical_cost:ent_ferm_mgmt:Xpop_lvst_cattle_dairy_shifted2020",0,0
"701","tanzania","PFLO:ALL_NO_STOPPING_DEFORESTATION_PLUR","cb:lvst:technical_cost:ent_ferm_mgmt:Xpop_lvst_cattle_dairy_shifted2021",0,0
